City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,cobram,-35.9197782,145.6484379,6.6,92,0,2.48,AU,2024-09-30
331,parchim,53.4258455,11.8475244,10.55,57,35,8.41,DE,2024-09-30
332,bel ombre,-4.6193716,55.4112979,26.63,83,40,5.14,SC,2024-09-30
333,korla,41.7238743,86.173541,13.41,50,53,1.52,CN,2024-09-30
334,saldanha,-32.9977778,17.9455556,7.15,56,3,4.94,ZA,2024-09-30
335,narvik,68.28988385,17.086538711321808,1.96,90,100,8.48,NO,2024-09-30
336,itoman,26.106017,127.686066,27.99,91,40,4.63,JP,2024-09-30
337,port elizabeth,-33.9617051,25.6207519,10.06,87,75,9.77,ZA,2024-09-30
338,nar'yan-mar,67.6380175,53.0071044,4.2,76,34,10.7,RU,2024-09-30
339,gadzhiyevo,69.250359,33.315281,2.16,75,8,8.7,RU,2024-09-30
340,kuta,-8.7278354,115.1730049,26.97,94,40,5.66,ID,2024-09-30
341,pisco,-13.7099813,-76.2029793,17.94,77,0,4.63,PE,2024-09-30
342,cockburn town,21.4607723,-71.1399956,29.16,71,7,4.46,TC,2024-09-30
343,nuku'alofa,-21.1343401,-175.201808,23.19,78,75,5.66,TO,2024-09-30
344,kavieng,-2.573474,150.795224,28.05,78,32,5.18,PG,2024-09-30
345,douentza,15.0068749,-2.9529649,34.81,31,3,1.89,ML,2024-09-30
346,tuni,17.3614675,82.5467956,25.5,93,100,3.47,IN,2024-09-30
347,christchurch,-43.530955,172.6366455,12.18,84,95,4.12,NZ,2024-09-30
348,markovo,42.3473399,25.2238201,11.41,68,95,2.31,BG,2024-09-30
349,queenstown,-45.0321923,168.661,3.45,89,100,1.26,NZ,2024-09-30
350,moapa valley,36.5805309,-114.470267,38.14,9,0,0.31,US,2024-09-30
351,bangassou,4.743526,22.8232963,21.11,97,96,0.97,CF,2024-09-30
352,al bayda,32.7609529,21.7577175,16.98,73,23,7.64,LY,2024-09-30
353,ghormach,35.7300994,63.7809312,15.62,31,8,0.66,AF,2024-09-30
354,tual,-5.6389933,132.7429249,27.39,78,100,9.96,ID,2024-09-30
355,solnechnyy,50.723808,136.64006,1.83,89,100,0.67,RU,2024-09-30
356,santa elena de uairen,4.5958694,-61.1110307,27.27,51,92,1.9,VE,2024-09-30
357,amga,60.894218,131.97998,0.33,99,100,2.85,RU,2024-09-30
358,calama,-22.4623917,-68.9272181,24.22,9,0,9.26,CL,2024-09-30
359,poronaysk,49.2216366,143.1015759,14.17,88,100,2.59,RU,2024-09-30
360,kristiansund,63.216819400000006,7.545258996501891,11.36,62,75,3.09,NO,2024-09-30
361,primero de mayo,20.2954701,-97.2794388,29.26,66,33,2.95,MX,2024-09-30
362,verkhov'ye,54.759496,36.6786273,8.64,77,94,6.7,RU,2024-09-30
363,dubbo,-32.2478964,148.6026502,8.09,81,20,4.63,AU,2024-09-30
364,mgandu,-4.5086564,38.0830353,21.62,86,86,2.56,TZ,2024-09-30
365,vranov nad toplou,48.8891513,21.6822318,6.28,76,8,3.91,SK,2024-09-30
366,nenjiang,49.1734835,125.231228,2.34,58,0,1.83,CN,2024-09-30
367,tamanrasset,22.7854543,5.5324465,25.9,34,40,1.03,DZ,2024-09-30
368,port hueneme,34.1477558,-119.1951559,29.68,71,0,3.6,US,2024-09-30
369,baruun-urt,46.68094,113.28347783638328,-0.27,69,69,3.43,MN,2024-09-30
370,nava,43.3582216,-5.5056766,16.94,99,47,0.83,ES,2024-09-30
371,cassilandia,-19.1128242,-51.7345354,36.45,18,65,4.18,BR,2024-09-30
372,salahonda,2.039908,-78.6581414,26.69,75,36,5.38,CO,2024-09-30
373,martapura,-3.4086465,114.848837,25.08,100,100,0.0,ID,2024-09-30
374,amahai,-3.3081717,129.0010636,24.29,91,100,1.89,ID,2024-09-30
375,kuzovatovo,53.5408,47.685,13.05,34,61,1.2,RU,2024-09-30
376,kantagi,43.5268585,68.5861978,16.53,20,99,3.09,KZ,2024-09-30
377,surazh,53.0131501,32.3931633,11.17,64,100,8.22,RU,2024-09-30
378,la paz,-16.4955455,-68.1336229,18.5,36,40,3.6,BO,2024-09-30
379,cargados carajos,-16.2411839,59.59153675674837,23.47,80,14,8.93,MU,2024-09-30
380,twon-brass,4.3104558,6.2410539,26.19,85,41,4.85,NG,2024-09-30
381,chegdomyn,51.134487,133.035553,-0.17,94,17,1.32,RU,2024-09-30
382,howrah,22.5736296,88.3251045,30.97,84,40,3.09,IN,2024-09-30
383,laguna,-28.4837443,-48.7816572,22.52,73,0,12.38,BR,2024-09-30
384,souillac,44.8980172,1.46943,14.98,87,99,0.94,FR,2024-09-30
385,byndoor,13.8662536,74.6270036,26.66,92,39,2.08,IN,2024-09-30
386,kutum,14.2108373,24.649584,26.67,46,41,1.63,SD,2024-09-30
387,kyshtovka,56.55957,76.624588,9.68,79,87,3.66,RU,2024-09-30
388,moissala,8.3380154,17.7652816,21.77,93,100,1.05,TD,2024-09-30
389,am timan,11.0396368,20.2826429,26.13,80,97,2.22,TD,2024-09-30
390,goksun,38.0214898,36.494634,14.74,81,16,3.4,TR,2024-09-30
391,new norfolk,-42.7801998,147.0615332,12.75,74,70,5.04,AU,2024-09-30
392,kapoeta,4.7691017,33.58997,25.88,60,95,2.07,SS,2024-09-30
393,odda,40.095654,9.162334,15.22,64,0,0.9,IT,2024-09-30
394,yelizovo,53.1864972,158.3836712,8.1,61,75,2.0,RU,2024-09-30
395,san isidro,38.1707587,-0.8387399,22.4,74,0,1.16,ES,2024-09-30
396,santa cruz,28.469648,-16.2540884,23.41,84,75,8.75,ES,2024-09-30
397,mlandizi,-6.7169041,38.7388981,22.53,82,43,1.31,TZ,2024-09-30
398,luderitz,-26.6500086,15.157266,13.46,54,0,11.14,NA,2024-09-30
399,wainwright,70.6369444,-160.038333,3.64,73,12,4.83,US,2024-09-30
400,neftegorsk,52.80381,51.163864,14.47,34,6,2.76,RU,2024-09-30
401,didwana,27.4029944,74.577845,29.27,41,1,2.67,IN,2024-09-30
402,mweka,-4.8476882,21.5612,24.05,70,43,1.58,CD,2024-09-30
403,aleksandrovsk-sakhalinskiy,50.8974983,142.1591667,8.66,94,100,3.7,RU,2024-09-30
404,namibe,-15.195064,12.1458085,18.15,89,58,2.71,AO,2024-09-30
405,ulladulla,-35.3621503,150.4751713,10.45,88,1,1.88,AU,2024-09-30
406,shingu,33.7241003,135.9930029,21.06,78,90,2.12,JP,2024-09-30
407,vilyuchinsk,52.931834,158.405383,8.17,76,100,2.88,RU,2024-09-30
408,scottburgh,-30.286041,30.754365,14.47,85,95,1.7,ZA,2024-09-30
409,coronel dorrego,-37.9762661,-57.6021392,19.94,84,75,2.06,AR,2024-09-30
410,hermanus,-34.4175,19.2361111,8.8,61,73,3.13,ZA,2024-09-30
411,paidha,2.4166898,30.9853389,17.2,87,97,1.5,UG,2024-09-30
412,nelson bay,-32.7218138,152.1440889,13.23,91,3,3.13,AU,2024-09-30
413,uturoa,-16.74372575,-151.45941213237853,24.61,77,10,5.52,FR,2024-09-30
414,kentau,43.5169567,68.500842,16.85,20,100,2.15,KZ,2024-09-30
415,riyadh,24.638916,46.7160104,31.24,17,0,5.74,SA,2024-09-30
416,randfontein,-26.173611,27.694167,10.29,15,0,6.03,ZA,2024-09-30
417,pacasmayo,-7.4028958,-79.5684847,20.13,74,19,7.44,PE,2024-09-30
418,cova figueira,14.889935,-24.2941143,21.29,86,1,3.33,CV,2024-09-30
419,maridi,4.9143633,29.4645282,20.64,95,100,1.36,SS,2024-09-30
420,taman rajawali,3.6422343,101.55938598771088,26.64,95,74,0.89,MY,2024-09-30
421,ambon,47.5542438,-2.5566945,13.78,84,100,6.17,FR,2024-09-30
422,meadow lake,54.13026,-108.435059,10.99,46,20,10.8,CA,2024-09-30
423,elverum,60.97280245,11.734442073482581,4.12,99,85,1.96,NO,2024-09-30
424,saint-remy,48.3476386,6.8283249,14.54,78,100,5.46,FR,2024-09-30
425,cambria,37.7814392,-89.1192454,25.55,74,100,2.06,US,2024-09-30
426,alotau,-10.3060931,150.4464005,23.78,98,64,1.43,PG,2024-09-30
427,remire-montjoly,4.9050148,-52.2771642,32.0,62,0,6.17,FR,2024-09-30
428,al bawiti,28.35182,28.862992,26.67,43,0,5.39,EG,2024-09-30
429,baoro,5.694576,15.953318,20.39,93,84,1.88,CF,2024-09-30
430,ad dabbah,14.006301,44.066256,21.08,63,49,1.24,YE,2024-09-30
431,marsa alam,25.069992,34.893817,28.56,45,0,2.22,EG,2024-09-30
432,turpan,42.9400252,89.1840477,14.95,19,0,1.31,CN,2024-09-30
433,belmonte,39.5592831,-2.7038117,19.78,28,0,0.52,ES,2024-09-30
434,holualoa,19.6238149,-155.9536379,25.88,80,20,3.6,US,2024-09-30
435,utuado,18.2653557,-66.6999395,29.19,99,73,0.78,US,2024-09-30
436,buka,-5.23139085,154.6314813067239,27.21,81,95,3.83,PG,2024-09-30
437,kidal,18.4408358,1.4075395,37.01,17,70,5.0,ML,2024-09-30
438,batang,30.0101197,99.1123731,10.9,75,92,0.64,CN,2024-09-30
439,denov,38.2753782,67.8951071,17.95,52,6,2.96,UZ,2024-09-30
440,posse,-14.0835852,-46.3563185,32.08,17,32,5.03,BR,2024-09-30
441,lianhe,25.9362195,102.9971643,9.95,96,100,2.75,CN,2024-09-30
442,mont-dore,45.5749966,2.8094117,9.52,97,100,4.1,FR,2024-09-30
443,freetown,8.479004,-13.26795,25.9,83,98,2.92,SL,2024-09-30
444,prince rupert,54.3126572,-130.32549,8.69,81,100,15.43,CA,2024-09-30
445,moyale,3.5241898,39.0512683,23.3,54,65,1.5,ET,2024-09-30
446,aswan,24.091071,32.897306,31.65,27,0,2.57,EG,2024-09-30
447,ouesso,3.4298329,14.564614,21.55,98,74,1.35,CM,2024-09-30
448,porciuncula,-20.9612,-42.0367,27.83,54,39,3.86,BR,2024-09-30
449,mirny,62.541077,113.978584,2.76,97,100,5.38,RU,2024-09-30
450,golfito,8.6389291,-83.1684777,24.05,89,99,1.36,CR,2024-09-30
451,malanje,-9.5483991,16.3475335,23.33,54,80,3.1,AO,2024-09-30
452,ha tinh,18.3452745,105.9019482,26.04,90,74,1.25,VN,2024-09-30
453,sanshui,23.158687,112.8915006,26.66,75,0,2.39,CN,2024-09-30
454,wakkanai,45.4158108,141.6730309,19.14,81,90,11.79,JP,2024-09-30
455,tazovsky,67.4735321,78.7149206,4.73,70,100,7.87,RU,2024-09-30
456,kolonia,50.938361,6.959974,15.49,85,0,4.63,DE,2024-09-30
457,nova xavantina,-14.6794165,-52.351994,37.83,17,87,5.35,BR,2024-09-30
458,choibalsan,48.0688183,114.5241352,-1.85,52,19,4.01,MN,2024-09-30
459,sarmiento,-45.5867861,-69.0687743,7.0,42,67,2.77,AR,2024-09-30
460,cajamarca,-7.1566682,-78.517306,18.82,45,100,5.14,PE,2024-09-30
461,sur,33.2721211,35.1964023,24.66,70,0,2.59,LB,2024-09-30
462,kone,-21.0608439,164.8619054,22.4,81,1,0.69,FR,2024-09-30
463,fisterra,42.9064771,-9.263789,17.65,97,100,5.92,ES,2024-09-30
464,coyuca de benitez,17.0085956,-100.0872968,27.53,87,67,2.3,MX,2024-09-30
465,kibre mengist,5.8733621,38.9953839,14.64,95,100,0.95,ET,2024-09-30
466,astrakhan,46.3498308,48.0326203,14.9,51,0,5.0,RU,2024-09-30
467,corner brook,48.95317,-57.947388,13.91,81,100,2.49,CA,2024-09-30
468,gallivare,67.3,20.25,3.01,80,100,7.1,SE,2024-09-30
469,santo antonio do ica,-3.095443,-67.946279,34.48,38,62,0.86,BR,2024-09-30
470,floresville,29.1335781,-98.1561192,36.59,30,0,0.43,US,2024-09-30
471,nizhneangarsk,55.783573,109.571762,3.46,75,100,2.7,RU,2024-09-30
472,chokwe,-16.4547758,35.0129933,29.48,22,0,1.05,MW,2024-09-30
473,clearfield,40.800693,-94.4756885,28.07,58,0,3.85,US,2024-09-30
474,robertson,-33.802222,19.883611,7.89,75,39,1.5,ZA,2024-09-30
475,sao gabriel da cachoeira,-0.1249715,-67.0813855,30.76,70,20,2.06,BR,2024-09-30
476,marshfield,44.6688524,-90.1717987,25.25,60,75,5.14,US,2024-09-30
477,turbaco,10.3305871,-75.4127345,27.86,74,20,2.57,CO,2024-09-30
478,progreso,26.0922991,-97.9572242,36.16,32,0,1.79,US,2024-09-30
479,bubaque,11.29969595,-15.833543367212418,27.69,76,65,3.78,GW,2024-09-30
480,roma,41.8933203,12.4829321,19.05,57,0,1.03,IT,2024-09-30
481,karratha,-20.7370067,116.8478592,24.28,55,2,3.97,AU,2024-09-30
482,mollendo,-17.0292533,-72.0155447,16.95,83,95,3.85,PE,2024-09-30
483,kargasok,59.0598053,80.8708719,12.27,86,100,5.54,RU,2024-09-30
484,bowen,40.2333789,-91.0626375,29.03,43,4,0.91,US,2024-09-30
485,taybad,34.7401763,60.7755127,15.76,14,0,3.49,IR,2024-09-30
486,wolmaransstad,-27.200475,25.979925,6.24,28,0,4.49,ZA,2024-09-30
487,al muwayh,22.4365659,41.761935,28.48,35,66,2.8,SA,2024-09-30
488,flen,59.05,16.716667,5.73,81,20,2.06,SE,2024-09-30
489,acapulco de juarez,16.8680495,-99.8940182,25.19,83,88,2.21,MX,2024-09-30
490,noumea,-22.2745264,166.442419,23.36,99,2,1.27,FR,2024-09-30
491,dwarka,22.2471009,68.9742446,27.64,82,1,4.88,IN,2024-09-30
492,eyl,7.9806632,49.8187816,25.48,84,17,5.45,SO,2024-09-30
493,rio turbio,-51.5475941,-72.28251357712159,2.66,67,20,5.3,AR,2024-09-30
494,coquimbo,-29.9531928,-71.3379884,15.63,58,75,3.6,CL,2024-09-30
495,illizi,26.504191,8.479926,31.82,20,0,5.17,DZ,2024-09-30
496,boda,46.0808583,18.0478346,9.97,66,0,2.57,HU,2024-09-30
497,papao,12.6918922,-16.3791775,23.06,100,0,1.03,SN,2024-09-30
498,cruzeiro do sul,-29.5139742,-51.9917068,31.8,51,5,1.47,BR,2024-09-30
499,nykobing sjaelland,55.9233493,11.6689532,10.53,72,45,10.75,DK,2024-09-30
500,cooma,-36.23563,149.1264221,3.3,96,14,0.28,AU,2024-09-30
501,galveston,29.299328,-94.7945882,32.25,48,0,4.12,US,2024-09-30
502,myronivka,49.6583412,30.9824887,12.83,46,96,5.03,UA,2024-09-30
503,tidjikja,18.5545158,-11.4325834,34.56,21,100,3.32,MR,2024-09-30
504,karmaskaly,54.367451,56.168819,6.95,52,61,1.56,RU,2024-09-30
505,shakiso,5.7746802,38.9028468,14.26,98,83,1.17,ET,2024-09-30
506,bugana,29.256344,75.8332015,27.66,55,5,2.54,IN,2024-09-30
507,talakan,50.2947989,130.2826064,0.34,86,93,1.27,RU,2024-09-30
508,sandnessjoen,66.0215451,12.6317232,9.12,87,75,11.83,NO,2024-09-30
509,phan rang-thap cham,11.5769829,108.9865391,24.62,92,81,0.91,VN,2024-09-30
510,bonen,50.7259985,1.6118771,14.7,87,58,12.81,FR,2024-09-30
511,punta del este,-34.9632342,-54.9439981,21.09,94,100,2.57,UY,2024-09-30
512,robertsport,6.75257,-11.36695,25.72,86,100,2.74,LR,2024-09-30
513,egilsstadir,65.2620412,-14.4035258,0.94,80,75,1.54,IS,2024-09-30
514,totness,5.8771314,-56.3307762,29.3,70,56,4.77,SR,2024-09-30
515,chibougamau,49.9137407,-74.3713954,16.91,55,20,2.06,CA,2024-09-30
516,margate,51.3878174,1.3819699,13.88,81,84,0.45,GB,2024-09-30
517,bemidji,47.4785418,-94.8907869,20.66,39,0,11.32,US,2024-09-30
518,pader,11.0702661,122.5827653,23.56,82,100,0.81,PH,2024-09-30
519,ilhabela,-23.816628,-45.368685,22.54,83,2,5.28,BR,2024-09-30
520,vuktyl,63.844337,57.300171,5.21,76,52,4.37,RU,2024-09-30
521,ciudad lazaro cardenas,17.9594769,-102.198659,28.93,73,29,2.61,MX,2024-09-30
522,jinghong,22.0025515,100.7707274,22.81,100,100,0.49,CN,2024-09-30
523,westport,41.1414855,-73.3578955,22.53,69,0,5.14,US,2024-09-30
524,villa gesell,-37.255634,-56.9680922,15.89,94,100,3.93,AR,2024-09-30
525,wenling,28.3761941,121.3808408,23.55,94,5,3.34,CN,2024-09-30
526,vingt cinq,-10.3887066,56.6176598,25.98,70,100,8.19,MU,2024-09-30
527,am djarass,16.0662879,22.8350448,30.81,22,98,5.73,TD,2024-09-30
528,suar,42.7774075,-7.5789843,17.06,97,85,0.42,ES,2024-09-30
529,baukau,-8.4650462,126.4585621,22.84,79,56,2.51,TL,2024-09-30
530,hayma',15.4662,44.22663,20.68,40,35,4.19,YE,2024-09-30
531,pitimbu,-7.4728063,-34.811233,24.97,71,40,6.78,BR,2024-09-30
532,chandler,33.3061605,-111.84125,40.96,19,20,3.09,US,2024-09-30
533,fortuna,40.597407,-124.156034,19.6,55,0,2.57,US,2024-09-30
534,fort mcmurray,56.7291997,-111.3885221,12.73,43,100,6.69,CA,2024-09-30
535,norilsk,69.3498394,88.200517,4.02,96,100,3.79,RU,2024-09-30
536,antalaha,-14.9012302,50.2810433,22.37,87,85,3.4,MG,2024-09-30
537,riosucio,5.4209549,-75.7030623,21.62,77,84,0.08,CO,2024-09-30
538,samraong,14.1758059,103.5092331,24.09,99,100,1.06,KH,2024-09-30
539,kochkor-ata,41.0388256,72.4838993,15.67,27,75,1.34,KG,2024-09-30
540,taltal,-25.4078293,-70.4858424,17.42,68,53,3.6,CL,2024-09-30
541,parras de la fuente,25.4436602,-102.1782179,27.45,29,6,5.19,MX,2024-09-30
542,puerto deseado,-47.7516166,-65.9013234,7.24,30,99,6.36,AR,2024-09-30
543,as sulayyil,20.459722,45.574444,30.05,16,6,3.89,SA,2024-09-30
544,kayenta,36.7218463,-110.253872,29.1,14,12,4.68,US,2024-09-30
545,arar,30.9815531,41.0164788,26.06,24,0,0.0,SA,2024-09-30
546,paracatu,-17.2174056,-46.8707514,32.32,24,65,4.01,BR,2024-09-30
547,prescott,34.5399962,-112.468761,32.17,19,20,4.47,US,2024-09-30
548,quetta,30.1957677,67.0172447,21.19,32,0,0.98,PK,2024-09-30
549,weno,7.4401133999999995,151.85698576823683,26.47,89,75,4.12,FM,2024-09-30
550,thinadhoo,0.5326429,72.99714160821568,27.41,79,98,4.65,MV,2024-09-30
551,shahr-e kord,32.3257366,50.8497369,13.13,51,0,1.84,IR,2024-09-30
552,gaalkacyo,6.769726,47.430826,26.71,63,61,6.58,SO,2024-09-30
